HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,common_name,female_maturity_days,male_maturity_days,gestation_days,weaning_days,litter_size,litters_per_year,interbirth_interval,birth_weight_g,weaning_weight_g,adult_weight_g,growth_rate,max_longevity_yrs,source,specimen_origin,sample_size,data_quality,imr,mrdt,metabolic_rate_w,body_mass_g,temperature_k,references,log10_longevity,log10_adult_weight
4253,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Lepidonotothen,squamifrons,Grey rockcod,2920.0,,,,,,,,,,,19.0,454,wild,medium,acceptable,,,,,,454,1.2787536009528289,
4254,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Notothenia,rossii,Marbled rockcod,,,,,,,,,,5500.0,,16.0,454,wild,medium,acceptable,,,,,,454,1.2041199826559248,3.7403626894942437
4255,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Pleuragramma,antarcticum,Antarctic silverfish,,,,,,,,,,110.0,,20.0,454,wild,medium,acceptable,,,,,,454,1.3010299956639813,2.041392685158225
4256,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,bernacchii,Emerald rockcod,2007.0,1277.0,,,,,,,,,,10.0,454,wild,medium,acceptable,,,,,,454,1.0,
4257,Animalia,Chordata,Teleostei,Perciformes,Osphronemidae,Betta,splendens,Siamese fighting fish,,,,,,,,,,,,2.0,,unknown,medium,acceptable,,,,,,"454,524",0.3010299956639812,
4258,Animalia,Chordata,Teleostei,Perciformes,Percichthyidae,Maccullochella,peelii,Murray cod,,,,,,,,,,62000.0,,48.0,454,wild,medium,acceptable,,,,,,454,1.6812412373755872,4.7923916894982534
4259,Animalia,Chordata,Teleostei,Perciformes,Percichthyidae,Macquaria,ambigua,Golden perch,1642.0,912.0,,,,,,,,13200.0,,20.0,454,wild,medium,acceptable,,,,,,454,1.3010299956639813,4.12057393120585
4260,Animalia,Chordata,Teleostei,Perciformes,Percichthyidae,Macquaria,novemaculeata,Australian bass,,,,,,,,,,,,22.0,1,wild,medium,acceptable,,,,,,1,1.3424226808222062,
4261,Animalia,Chordata,Teleostei,Perciformes,Percidae,Ammocrypta,clara,Western sand darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4262,Animalia,Chordata,Teleostei,Perciformes,Percidae,Crystallaria,asprella,Crystal darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4263,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,acuticeps,Sharphead darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4264,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,asprigene,Mud darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4265,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,barbouri,Teardrop darter,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4266,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,blennioides,Greenside darter,365.0,365.0,,,,,,,,,,5.0,442,unknown,medium,acceptable,,,,,,442,0.6989700043360189,
4267,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,blennius,Blenny darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4268,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,caeruleum,Rainbow darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4269,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,collettei,Creole darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4270,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,coosae,Coosa darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4271,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,cragini,Arkansas darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4272,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,ditrema,Coldwater darter,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4273,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,exile,Iowa darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4274,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,flabellare,Fantail darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4275,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,fusiforme,Swamp darter,365.0,365.0,,,,,,,,,,2.0,440,wild,medium,acceptable,,,,,,440,0.3010299956639812,
4276,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,gracile,Slough darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4277,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,juliae,Yoke darter,365.0,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4278,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,kennicotti,Stripetail darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4279,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,longimanum,Longfin darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4280,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,microperca,Least darter,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4281,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,moorei,Yellowcheek darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4282,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,nianguae,Niangua darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4283,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,nigrum,Johnny darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4284,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,okaloosae,Okaloosa darter,,,,,,,,,,,,8.0,1290,wild,small,acceptable,,,,,,1290,0.9030899869919435,
4285,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,olivaceum,Dirty darter,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4286,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,olmstedi,Tessellated darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4287,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,pallididorsum,Paleback darter,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4288,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,proeliare,Cypress darter,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4289,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,punctulatum,Stippled darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4290,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,radiosum,Orangebelly darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4291,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,rubrum,Bayou darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4292,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,rufilineatum,Redline darter,365.0,365.0,,,77.0,,,,,,,4.0,442,wild,medium,acceptable,,,,,,442,0.6020599913279624,
4293,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,smithi,Slabrock darter,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4294,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,squamiceps,Spottail darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4295,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,striatulum,Striated darter,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4296,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,variatum,Variegate darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4297,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,zonale,Banded darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4298,Animalia,Chordata,Teleostei,Perciformes,Percidae,Perca,flavescens,Yellow perch,,,16.0,,100000.0,,,,,1055.25,,12.0,454,wild,medium,acceptable,,,,,,"442,454,520",1.0791812460476249,3.0233553608264456
4299,Animalia,Chordata,Teleostei,Perciformes,Percidae,Perca,fluviatilis,Eurasian perch,1368.0,821.0,,,,,,,,2612.5,,22.0,1,wild,medium,acceptable,0.07,27.0,,,,"1,2,454,523",1.3424226808222062,3.4170562991191105
4300,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,aurantiaca,Tangerine darter,,,,,750.0,,,,,,,4.5,442,unknown,medium,acceptable,,,,,,442,0.6532125137753437,
4301,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,burtoni,Blotchside logperch,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4302,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,caprodes,Logperch,,,7.0,,,,,,,,,3.0,520,wild,medium,acceptable,,,,,,"442,520",0.47712125471966244,
4303,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,evides,Gilt darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4304,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,macrocephala,Longhead darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4305,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,maculata,Blackside darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4306,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,pantherina,Leopard darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4307,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,phoxocephala,Slenderhead darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4308,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,rex,Roanoke logperch,,,,,,,,,,,,6.0,454,wild,medium,acceptable,,,,,,454,0.7781512503836436,
4309,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,roanoka,Roanoke darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4310,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,sciera,Dusky darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4311,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,shumardi,River darter,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4312,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,tanasi,Snail darter,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4313,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,vigil,Saddleback darter,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4314,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,canadensis,Sauger,730.0,730.0,20.0,,,,,,,2000.0,,18.0,1,wild,medium,acceptable,,,,,,"1,442",1.255272505103306,3.3010299956639813
4315,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,lucioperca,Zander,1338.0,1338.0,,,,,,,,11000.0,,16.0,454,wild,medium,acceptable,,,,,,454,1.2041199826559248,4.041392685158225
4316,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,vitreus,Walleye,,,,,150000.0,,,,,11000.0,,29.0,454,wild,medium,acceptable,,,,,,"23,442,454",1.462397997898956,4.041392685158225
4317,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis,gunnellus,Rock gunnel,,,,,,,,,,,,5.0,520,wild,medium,acceptable,,,,,,520,0.6989700043360189,
4318,Animalia,Chordata,Teleostei,Perciformes,Plesiopidae,Acanthoclinus,fuscus,Taumaka,,,,,,,,,,,,9.0,454,wild,medium,acceptable,,,,,,454,0.9542425094393249,
4319,Animalia,Chordata,Teleostei,Perciformes,Polynemidae,Polydactylus,macrochir,King threadfin,,,,,,,,,,24750.0,,20.0,454,wild,medium,acceptable,,,,,,454,1.3010299956639813,4.393575203269587
4320,Animalia,Chordata,Teleostei,Perciformes,Polyprionidae,Polyprion,oxygeneios,Hapuka,,4197.0,,,,,,,,55000.0,,60.0,454,wild,medium,acceptable,,,,,,454,1.7781512503836436,4.740362689494244
4321,Animalia,Chordata,Teleostei,Perciformes,Polyprionidae,Stereolepis,gigas,Giant sea bass,,,,,,,,,,140580.0,,75.0,1,wild,medium,acceptable,,,,,,"1,454",1.8750612633917,5.147923538980606
4322,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Centropyge,bicolor,Black and gold angelfish,,,,,,,,,,,,13.0,454,wild,medium,acceptable,,,,,,454,1.1139433523068367,
4323,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Centropyge,flavissima,Lemonpeel angelfish,,,,,,,,,,,,11.0,1,wild,medium,acceptable,,,,,,1,1.0413926851582251,
4324,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Pomacanthus,navarchus,Bluegirdled angelfish,,,,,,,,,,,,15.0,1,wild,medium,acceptable,,,,,,1,1.1760912590556813,
4325,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Pygoplites,diacanthus,Royal angelfish,,,,,,,,,,,,14.5,1,wild,medium,acceptable,,,,,,1,1.1613680022349748,
4326,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,clarkii,Black clown,,,,,,,,,,,,11.0,1,wild,medium,acceptable,,,,,,1,1.0413926851582251,
4327,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,ephippium,Red saddleback anemonefish,,,,,,,,,,,,16.0,1,wild,medium,acceptable,,,,,,1,1.2041199826559248,
4328,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,melanopus,Black anemonefish,,,,,,,,,,,,5.0,454,wild,medium,acceptable,,,,,,454,0.6989700043360189,
4329,Animalia,Chordata,Teleostei,Perciformes,Pomatomidae,Pomatomus,saltatrix,Bluefish,,,,,,,,,,7920.0,,9.0,454,wild,medium,acceptable,,,,,,454,0.9542425094393249,3.8987251815894934
4330,Animalia,Chordata,Teleostei,Perciformes,Priacanthidae,Cookeolus,japonicus,Bulleye,,,,,,,,,,1144.0,,9.0,454,wild,medium,acceptable,,,,,,454,0.9542425094393249,3.058426024457005
4331,Animalia,Chordata,Teleostei,Perciformes,Rachycentridae,Rachycentron,canadum,Cobia,,,,,,,,,,37400.0,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,4.57287160220048
4332,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Chlorurus,gibbus,Heavybeak parrotfish,,,,,,,,,,2200.0,,14.0,454,wild,medium,acceptable,,,,,,454,1.146128035678238,3.342422680822206
4333,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,frenatus,Bridled parrotfish,,,,,,,,,,,,20.0,454,wild,medium,acceptable,,,,,,454,1.3010299956639813,
4334,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,ghobban,Flame parrotfish,,,,,,,,,,,,13.0,454,wild,medium,acceptable,,,,,,454,1.1139433523068367,
4335,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,psittacus,Palenose parrotfish,,,,,,,,,,,,5.0,454,wild,medium,acceptable,,,,,,454,0.6989700043360189,
4336,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,rubroviolaceus,Bicolor parrotfish,,,,,,,,,,,,20.0,454,wild,medium,acceptable,,,,,,454,1.3010299956639813,
4337,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Aplodinotus,grunniens,Freshwater drum,,,2.0,,50000.0,,,,,13292.5,,13.0,454,wild,medium,acceptable,,,,,,"442,454,520",1.1139433523068367,4.123606668986216
4338,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Argyrosomus,japonicus,Southern meagre,,,,,,,,,,41250.0,,30.0,454,wild,medium,acceptable,,,,,,454,1.4771212547196624,4.615423952885944
4339,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Atractoscion,nobilis,White seabass,,,,,,,,,,22550.0,,20.0,1,wild,medium,acceptable,,,,,,"1,454",1.3010299956639813,4.35314654621398
4340,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Cheilotrema,saturnum,Black croaker,,,,,,,,,,385.0,,20.0,454,wild,medium,acceptable,,,,,,"454,520",1.3010299956639813,2.5854607295085006
4341,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Cynoscion,nebulosus,Spotted seatrout,,,,,,,,,,4356.0,,18.0,454,wild,medium,acceptable,,,,,,454,1.255272505103306,3.6390878710837375
4342,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Genyonemus,lineatus,White croaker,,,,,,,,,,,,15.0,1,wild,medium,acceptable,,,,,,1,1.1760912590556813,
4343,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Leiostomus,xanthurus,Spot,,,,,,,,,,247.5,,4.0,523,unknown,medium,acceptable,,,,,,"454,523",0.6020599913279624,2.3935752032695876
4344,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Menticirrhus,undulatus,California corbina,,,,,,,,,,2145.0,,8.0,454,wild,medium,acceptable,,,,,,"217,454,520",0.9030899869919435,3.331427296520743
4345,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Micropogonias,furnieri,Whitemouth drummer,1277.0,1277.0,,,,,,,,,,7.0,454,wild,medium,acceptable,,,,,,454,0.8450980400142568,
4346,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Micropogonias,undulatus,Atlantic croaker,365.0,365.0,,,,,,,,1419.0,,5.0,454,wild,medium,acceptable,,,,,,454,0.6989700043360189,3.151982395457474
4347,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Pogonias,cromis,Black drum,,,,,,,,,,28215.0,,43.0,454,wild,medium,acceptable,,,,,,454,1.6334684555795864,4.45048005460606
4348,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Sciaenops,ocellatus,Red drum,1642.0,1277.0,,,,,,,,24750.0,,50.0,454,wild,medium,acceptable,,,,,,454,1.6989700043360187,4.393575203269587
4349,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Totoaba,macdonaldi,Totoaba,,,,,,,,,,,,15.0,1,wild,medium,acceptable,,,,,,1,1.1760912590556813,
4350,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Auxis,thazard,Frigate tuna,,,,,,,,,,,,5.0,454,wild,medium,acceptable,,,,,,454,0.6989700043360189,
4351,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Euthynnus,affinis,"Kawakawa, or Little tunny",,,,,,,,,,7700.0,,10.0,454,wild,medium,acceptable,,,,,,454,1.0,3.886490725172482
4352,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Katsuwonus,pelamis,Skipjack tuna,1095.0,,,,,,,,,18975.0,,12.0,454,wild,medium,acceptable,,,,,,454,1.0791812460476249,4.278181784567518
4353,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Rastrelliger,brachysoma,"Short mackerel, or Indian mackerel",,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4354,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Sarda,sarda,Atlantic bonito,365.0,365.0,,,,,,,,6050.0,,5.0,454,wild,medium,acceptable,,,,,,454,0.6989700043360189,3.781755374652469
4355,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber,japonicus,Chub mackerel,821.0,821.0,,,,,,,,1595.0,,18.0,454,wild,medium,acceptable,,,,,,454,1.255272505103306,3.2027606873931997
4356,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber,scombrus,Atlantic mackerel,784.0,784.0,,,,,,,,1870.0,,17.0,454,wild,medium,acceptable,,,,,,"454,585",1.2304489213782739,3.271841606536499
4357,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomberomorus,cavalla,King mackerel,730.0,,,,,,,,,24750.0,,14.0,454,wild,medium,acceptable,,,,,,454,1.146128035678238,4.393575203269587
4358,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomberomorus,maculatus,Spanish mackerel,1095.0,730.0,,,,,,,,3239.5,,5.0,454,wild,medium,acceptable,,,,,,"454,520",0.6989700043360189,3.5104779842813456
4359,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomberomorus,tritor,West African Spanish mackerel,,,,,,,,,,3300.0,,5.0,454,wild,medium,acceptable,,,,,,454,0.6989700043360189,3.5185139398778875
4360,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,alalunga,Albacore,1825.0,1825.0,,,2000000.0,1.0,365.0,,,33165.0,,13.0,454,wild,medium,acceptable,,,,,,"454,716,717",1.1139433523068367,4.520680001634395
4361,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,albacares,Yellowfin tuna,,,,,,,,,,,,9.0,520,wild,medium,acceptable,,,,,,520,0.9542425094393249,
4362,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,maccoyii,Southern bluefin tuna,3102.0,3102.0,,,,,,,,143000.0,,20.0,454,wild,medium,acceptable,,,,,,454,1.3010299956639813,5.155336037465061
4363,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,obesus,Bigeye tuna,,,,,,,,,,115500.0,,11.0,454,wild,medium,acceptable,,,,,,454,1.0413926851582251,5.062581984228163
4364,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,thynnus,Horse mackerel,1368.0,1368.0,,,,,,,,376200.0,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,5.57541879121436
4365,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Centropristis,striata,Black sea bass,,,,,,,,,,2365.0,,20.0,1,wild,medium,acceptable,,,,,,"1,454",1.3010299956639813,3.3738311450738303
4366,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis,miniata,Bluespot rockcod,,,,,,,,,,,,25.0,454,wild,medium,acceptable,,,,,,454,1.3979400086720377,
4367,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,areolatus,Areolate grouper,,,,,,,,,,770.0,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,2.886490725172482
4368,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,chlorostigma,Brownspotted grouper,1095.0,,,,,,,,,3850.0,,29.0,454,wild,medium,acceptable,,,,,,454,1.462397997898956,3.5854607295085006
4369,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,coioides,Orange-spotted grouper,912.0,,,,,,,,,8250.0,,22.0,454,wild,medium,acceptable,,,,,,454,1.3424226808222062,3.916453948549925
4370,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,drummondhayi,Speckled hind,,,,,,,,,,16500.0,,25.0,454,wild,medium,acceptable,,,,,,454,1.3979400086720377,4.217483944213907
4371,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,flavolimbatus,Yellowedge grouper,,,,,,,,,,10230.0,,32.0,454,wild,medium,acceptable,,,,,,454,1.505149978319906,4.00987563371216
4372,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,marginatus,Dusky grouper,4015.0,,,,,,,,,33000.0,,50.0,583,captivity,tiny,acceptable,,,,,,"454,583",1.6989700043360187,4.518513939877887
4373,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,niveatus,Snowy grouper,1825.0,,,,,,,,,16500.0,,27.0,454,wild,medium,acceptable,,,,,,454,1.4313637641589874,4.217483944213907
4374,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,striatus,Nassau grouper,,,,,,,,,,13750.0,,16.0,454,wild,medium,acceptable,,,,,,454,1.2041199826559248,4.138302698166282
4375,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,interstitialis,Yellowmouth grouper,,,,,,,,,,5610.0,,41.0,454,wild,medium,acceptable,,,,,,454,1.6127838567197355,3.7489628612561616
4376,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,phenax,Scamp,,,,,,,,,,7810.0,,21.0,454,wild,medium,acceptable,,,,,,454,1.3222192947339193,3.8926510338773004
4377,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,clathratus,Kelp bass,,,,,,,,,,3850.0,,31.0,1,wild,medium,acceptable,,,,,,"1,454",1.4913616938342726,3.5854607295085006
4378,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,nebulifer,Barred sand bass,,,,,,,,,,3289.0,,31.0,1,wild,medium,acceptable,,,,,,"1,454",1.4913616938342726,3.5170638734826545
4379,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Plectropomus,leopardus,Bluedotted coraltrout,1095.0,1277.0,,,,,,,,12980.0,,26.0,454,wild,medium,acceptable,,,,,,454,1.414973347970818,4.11327469246435
4380,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus,scriba,Painted comber,,,,,,,,,,8250.0,,60.0,454,wild,medium,acceptable,,,,,,454,1.7781512503836436,3.916453948549925
4381,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillaginodes,punctatus,Spotted whiting,1277.0,1277.0,,,,,,,,2640.0,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,3.4216039268698313
4382,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,ciliata,Sand whiting,,,,,,,,,,770.0,,22.0,454,wild,medium,acceptable,,,,,,454,1.3424226808222062,2.886490725172482
4383,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,schomburgkii,Western sand whiting,,,,,,,,,,,,12.0,454,wild,medium,acceptable,,,,,,454,1.0791812460476249,
4384,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Northern whiting,,,,,,,,,,,,7.0,454,wild,medium,acceptable,,,,,,454,0.8450980400142568,
4385,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Acanthopagrus,australis,Surf bream,,,,,,,,,,2475.0,,12.0,454,wild,medium,acceptable,,,,,,454,1.0791812460476249,3.3935752032695876
4386,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Acanthopagrus,butcheri,Southern black bream,912.0,912.0,,,,,,,,2200.0,,29.0,454,wild,medium,acceptable,,,,,,454,1.462397997898956,3.342422680822206
